Year,Month,Day,Site,Depth (m),Transect,Observer,Species_Code,Coral_genus,Coral_spp,length,width,height,coral_SA,Area_surveyed,Disease_y_n,Disease_type,pale_perc,pale_bleached_perc,bleached_perc,new_mortality,trans_mortality,old_mortality,total_SA_dead,total_live__SA,,
2023,7,3,Westpoint,10.9,1,LLG,ssid,Siderastrea,siderea,6.00,4.00,1.00,15.70796327,,,,,,,,,,0,15.70796327,,
2023,7,3,Westpoint,10.9,1,LLG,ppor,Porites,porites,15.00,12.00,5.00,212.0575041,,,,,,,,,,0,212.0575041,,
2023,7,3,Westpoint,10.9,1,LLG,ssid,Siderastrea,siderea,9.00,9.00,2.00,56.54866776,,,,,,,,,,0,56.54866776,,
2023,7,3,Westpoint,10.9,1,LLG,past,Porites,astreoides,7.00,6.00,3.00,61.26105675,,,,,,,,,,0,61.26105675,,
2023,7,3,Westpoint,10.9,1,LLG,ppor,Porites,porites,26.00,23.00,8.00,615.7521601,,,,,,,,,,0,615.7521601,,
2023,7,3,Westpoint,10.9,1,LLG,past,Porites,astreoides,5.00,8.00,3.00,61.26105675,,,,,,,,,,0,61.26105675,,
2023,7,3,Westpoint,10.9,1,LLG,past,Porites,astreoides,9.00,6.00,4.00,94.24777961,,,,,,,,,,0,94.24777961,,
2023,7,3,Westpoint,10.9,1,LLG,cnat,Colpophyllia,natans,46.00,35.00,21.00,2671.924552,,,,,,,,,,0,2671.924552,,
2023,7,3,Westpoint,10.9,1,LLG,ssid,Siderastrea,siderea,43.00,26.00,13.00,1409.004305,,,,,,,,,,0,1409.004305,,
2023,7,3,Westpoint,10.9,1,LLG,past,Porites,astreoides,15.00,9.00,8.00,301.5928947,,,,,,,,,,0,301.5928947,,
2023,7,3,Westpoint,10.9,1,LLG,aaga,Agaricia,agaricites,17.00,8.00,1.00,39.26990817,,,,,,,,,,0,39.26990817,,
2023,7,3,Westpoint,10.9,1,LLG,aaga,Agaricia,agaricites,25.00,20.00,12.00,848.2300165,,,,,,,,,,0,848.2300165,,
2023,7,3,Westpoint,10.9,1,LLG,MCAV,Montastraea,cavernosa,17.00,21.00,12.00,716.283125,,,,,,,,,,0,716.283125,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,15.00,11.00,8.00,326.725636,,,,,,,,,,0,326.725636,,
2023,7,3,Westpoint,10.9,1,LLG,MALI,Mycetophellia,aliciae,10.00,7.00,2.00,53.40707511,,,,,,,,,,0,53.40707511,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,13.00,9.00,2.00,69.11503838,,,,,,,,,,0,69.11503838,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,43.00,13.00,1.00,87.9645943,,,,,,,,,,0,87.9645943,,
2023,7,3,Westpoint,10.9,1,LLG,PPOR,Porites,porites,20.00,18.00,9.00,537.2123438,,,,,,,,,,0,537.2123438,,
2023,7,3,Westpoint,10.9,1,LLG,SSID,Siderastrea,siderea,12.00,10.00,5.00,172.7875959,,,,,,,,,,0,172.7875959,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,20.00,15.00,4.00,219.9114858,,,,,,,,,,0,219.9114858,,
2023,7,3,Westpoint,10.9,1,LLG,CNAT,Colpophyllia,natans,40.00,21.00,12.00,1149.822911,,,,,,,,,,0,1149.822911,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,13.00,11.00,5.00,188.4955592,,,,,,,,,,0,188.4955592,,
2023,7,3,Westpoint,10.9,1,LLG,AAGA,Agaricia,agaricites,26.00,11.00,3.00,174.3583923,,,,,,,,,,0,174.3583923,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,12.00,8.00,1.00,31.41592654,,,,,,,,,,0,31.41592654,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,17.00,8.00,4.00,157.0796327,,,,,,,,,,0,157.0796327,,
2023,7,3,Westpoint,10.9,1,LLG,SSID,Siderastrea,siderea,12.00,11.00,1.00,36.12831552,,,,,,,,,,0,36.12831552,,
2023,7,3,Westpoint,10.9,1,LLG,SSID,Siderastrea,siderea,7.00,5.00,2.00,37.69911184,,,,,,,,,,0,37.69911184,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,10.00,6.00,7.00,175.9291886,,,,,,,,,,0,175.9291886,,
2023,7,3,Westpoint,10.9,1,LLG,DLAB,Diploria,labyrinthyformis,4.00,3.00,1.00,10.99557429,,,,,,,,,,0,10.99557429,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,11.00,4.00,6.00,141.3716694,,,,,,,,,,0,141.3716694,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,18.00,15.00,10.00,518.3627878,,,,,,,,,,0,518.3627878,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,20.00,21.00,14.00,901.6370916,,,,,,,,,,0,901.6370916,,
2023,7,3,Westpoint,10.9,1,LLG,SSID,Siderastrea,siderea,6.00,6.00,1.00,18.84955592,,,,,,,,,,0,18.84955592,,
2023,7,3,Westpoint,10.9,1,LLG,DSTO,Dichocoenia,stokesii,23.00,12.00,7.00,384.8451001,,,,,,,,,,0,384.8451001,,
2023,7,3,Westpoint,10.9,1,LLG,PAST,Porites,astreoides,14.00,12.00,10.00,408.407045,,,,,,,,,,0,408.407045,,
