Year,Site,Coral No.,OBSERV,TRANSECT,Depth (m),Coral Cover (cm),Sand Cover (cm),CORR CORAL COVER,Coral Spp.,Max   Diameter   (cm),Max Width (cm),Max Height  (cm),% old,%recent,Disease 1 ,Disease 2,Bleaching,Damsel fish,Comments,,,
2017,Snap Shot ,3,Katie Correia,,13.92,20,0,,PAST,42,35,10,0,0,20,NA,NA,0,,10OIS,,
2017,Snap Shot ,4,Katie Correia,,13.92,5,0,,EFAS,8,7,5,0,0,50,NA,NA,0,,none,,
2017,Snap Shot ,5,Katie Correia,,13.92,10,0,,PFUR,12,10,5,0,0,10,NA,NA,0,,none,,
2017,Snap Shot ,6,Katie Correia,,13.92,30,0,,OFAV,210,115,100,0,0,80,NA,NA,0,,none,,
2017,Snap Shot ,7,Katie Correia,,13.92,2,0,,SSID,15,10,5,0,0,20,NA,NA,0,,10CDEL,,
2017,Snap Shot ,8,Katie Correia,,13.92,18,0,,SSID,25,20,2,0,0,5,NA,NA,0,,none,,
2017,Snap Shot ,9,Katie Correia,,13.92,5,0,,PAST,16,10,4,0,0,1,NA,NA,0,,W,,
2017,Snap Shot ,10,Katie Correia,,13.92,2,0,,AAGA,20,5,6,0,0,50,NA,NA,0,,none,,
2017,Snap Shot ,11,Katie Correia,,13.92,16,0,,AAGA,45,21,20,5,0,20,DSD,NA,0,,W; 10YELLOW TUNICATE,,
2017,Snap Shot ,12,Katie Correia,,13.92,5,0,,PAST,36,20,15,0,0,10,NA,NA,0,,none,,
2017,Snap Shot ,13,Katie Correia,,13.92,4,0,,AFRA,5,4,2,0,0,0,NA,NA,0,,none,,
2017,Snap Shot ,14,Katie Correia,,13.92,25,0,,OANN,100,45,35,0,0,20,NA,NA,0,,none,,
2017,Snap Shot ,15,Katie Correia,,13.92,12,0,,OANN,51,25,30,0,0,50,NA,NA,0,,none,,
2017,Snap Shot ,16,Katie Correia,,13.92,6,0,,PAST,9,6,5,0,0,0,NA,NA,0,,none,,
2017,Snap Shot ,17,Katie Correia,,13.92,15,0,,AAGA,75,50,40,5,0,15,DSD,NA,0,,none,,
2017,Snap Shot ,18,Katie Correia,,13.92,6,0,,AAGA,10,10,10,0,0,50,NA,NA,0,,none,,
2017,Snap Shot ,19,Katie Correia,,13.92,7,0,,AFRA,20,10,4,0,0,5,NA,NA,0,,none,,
2017,Snap Shot ,20,Katie Correia,,13.92,5,0,,PAST,5,5,4,0,0,1,NA,NA,0,,none,,
2017,Snap Shot ,21,Katie Correia,,13.92,18,0,,AAGA,40,20,30,10,0,10,DSD,NA,0,,CYANO,,
2017,Snap Shot ,22,Katie Correia,,13.92,10,0,,AAGA,42,12,25,5,0,50,DSD,NA,0,,none,,
2017,Paul's Anchor ,1,Katie Correia,1,22.62,3,0,143,EFAS,11,9,5,0,0,5,NA,NA,0,,none,,
2017,Paul's Anchor ,2,Katie Correia,,22.62,20,0,,PFUR,35,30,11,0,0,15,NA,NA,0,,CYANO,,
2017,Paul's Anchor ,3,Katie Correia,,22.62,4,0,,SINT,6,4,3,0,0,1,NA,NA,0,,none,,
2017,Paul's Anchor ,4,Katie Correia,,22.62,14,0,,PFUR,21,15,10,0,0,0,NA,NA,0,,none,,
2017,Paul's Anchor ,5,Katie Correia,,22.62,10,0,,PFUR,12,10,5,0,0,50,NA,NA,0,,none,,
2017,Paul's Anchor ,6,Katie Correia,,22.62,6,0,,OFAV,8,7,3,0,0,0,NA,NA,0,,none,,
2017,Paul's Anchor ,7,Katie Correia,,22.62,18,0,,OFAV,475,350,200,0,0,90,NA,NA,0,,none,,
2017,Paul's Anchor ,8,Katie Correia,,22.62,10,0,,OFAV,22,16,15,10,5,5,WB,NA,0,,10OIS,,
2017,Paul's Anchor ,9,Katie Correia,,22.62,5,0,,AFRA,15,12,5,0,0,75,NA,NA,0,,none,,
2017,Paul's Anchor ,10,Katie Correia,,22.62,4,0,,SBOU,20,15,20,0,0,1,NA,NA,0,,W,,
2017,Paul's Anchor ,11,Katie Correia,,22.62,5,0,,PAST,6,5,5,0,0,0,NA,NA,0,,none,,
2017,Paul's Anchor ,12,Katie Correia,,22.62,3,0,,MFER,7,5,3,0,0,0,NA,NA,0,,none,,
2017,Paul's Anchor ,13,Katie Correia,,22.62,25,0,,CNAT,350,250,210,5,1,70,BBD,NA,0,,CYANO,,
2017,Paul's Anchor ,14,Katie Correia,,22.62,16,0,,SSID,45,36,15,0,0,35,NA,NA,5,,none,,
2017,Paul's Anchor ,1,Katie Correia,2,19.488,2,50,174,PPOR,15,12,10,0,0,0,NA,NA,0,,none,,
2017,Paul's Anchor ,2,Katie Correia,,19.488,14,0,,PFUR,25,20,5,0,0,75,NA,NA,0,,none,,
2017,Paul's Anchor ,3,Katie Correia,,19.488,5,0,,AAGA,15,11,5,20,0,20,DSD,NA,0,,none,,
2017,Paul's Anchor ,4,Katie Correia,,19.488,22,0,,ALAM,30,25,3,0,0,1,NA,NA,50,,none,,
2017,Paul's Anchor ,5,Katie Correia,,19.488,6,0,,AAGA,11,9,8,5,0,1,DSD,NA,0,,W; CYANO,,
2017,Paul's Anchor ,6,Katie Correia,,19.488,42,0,,PPOR,150,110,90,0,0,10,NA,NA,0,,none,,
2017,Paul's Anchor ,7,Katie Correia,,19.488,4,0,,PFUR,5,4,4,0,0,0,NA,NA,0,,CYANO,,
2017,Paul's Anchor ,8,Katie Correia,,19.488,1,0,,AAGA,25,20,15,5,0,10,DSD,NA,0,,none,,
2017,Paul's Anchor ,9,Katie Correia,,19.488,4,0,,MCAV,5,4,4,0,0,10,NA,NA,0,,none,,
2017,Paul's Anchor ,10,Katie Correia,,19.488,25,0,,OFRA,350,275,200,0,0,70,NA,NA,0,,CYANO; 10OIS,,
2017,Paul's Anchor ,11,Katie Correia,,19.488,50,0,,PFUR,45,22,28,0,0,10,NA,NA,0,,CYANO,,
2017,Paul's Anchor ,12,Katie Correia,,19.488,3,0,,SSID,11,10,5,0,0,25,NA,NA,50,,none,,
2017,Paul's Anchor ,13,Katie Correia,,19.488,15,0,,AAGA,22,18,15,5,0,5,DSD,NA,0,,none,,
2017,Paul's Anchor ,14,Katie Correia,,19.488,4,0,,MMEA,5,4,4,0,0,0,NA,NA,0,,none,,
2017,Paul's Anchor ,15,Katie Correia,,19.488,5,0,,PAST,6,4,5,0,0,0,NA,NA,0,,none,,
2017,Paul's Anchor ,16,Katie Correia,,19.488,2,0,,MFER,8,6,2,0,0,0,NA,NA,0,,none,,
2017,Paul's Anchor ,17,Katie Correia,,19.488,20,0,,OFAV,65,60,20,0,0,55,NA,NA,0,,none,,
2017,Sailfin ,1,Katie Correia,1,11.832,2,0,149,AAGA,20,9,6,0,0,1,NA,NA,0,,none,,
2017,Sailfin ,2,Katie Correia,,11.832,21,0,,PPOR,38,12,16,0,0,5,NA,NA,0,,none,,
2017,Sailfin ,3,Katie Correia,,11.832,10,0,,MLAM,27,15,6,0,0,5,NA,NA,0,,none,,
2017,Sailfin ,4,Katie Correia,,11.832,42,0,,SSID,225,110,60,0,0,40,NA,NA,20,,none,,
2017,Sailfin ,5,Katie Correia,,11.832,5,0,,PPOR,35,24,30,0,0,50,NA,NA,0,,CYANO,,
2017,Sailfin ,6,Katie Correia,,11.832,3,0,,OFAV,47,33,20,0,0,10,NA,NA,0,,CYANO,,
2017,Sailfin ,7,Katie Correia,,11.832,4,0,,AFRA,10,5,2,0,0,0,NA,NA,0,,none,,
2017,Sailfin ,8,Katie Correia,,11.832,5,0,,AAGA,22,6,2,0,0,5,NA,NA,0,,none,,
2017,Sailfin ,9,Katie Correia,,11.832,2,0,,PPOR,11,7,7,0,0,20,NA,NA,0,,5CTEN,,
2017,Sailfin ,10,Katie Correia,,11.832,5,0,,PAST,5,4,3,0,0,0,NA,NA,0,,none,,
2017,Sailfin ,11,Katie Correia,,11.832,4,0,,PPOR,21,8,10,0,0,5,NA,NA,0,,none,,
2017,Sailfin ,12,Katie Correia,,11.832,20,0,,OFRA,55,40,19,0,0,10,NA,NA,5,,none,,
2017,Sailfin ,13,Katie Correia,,11.832,10,0,,DLAB,32,25,21,0,0,5,NA,NA,0,,none,,
2017,Sailfin ,14,Katie Correia,,11.832,4,0,,AFRA,35,12,10,0,0,5,NA,NA,0,,none,,
2017,Sailfin ,15,Katie Correia,,11.832,6,0,,AAGA,13,7,4,0,0,0,NA,NA,0,,none,,
2017,Sailfin ,16,Katie Correia,,11.832,6,0,,AAGA,21,16,3,0,0,1,NA,NA,0,,W,,
2017,Sailfin ,1,Katie Correia,2,10.788,20,0,149,OANN,65,55,100,0,0,40,NA,NA,0,,none,,
2017,Sailfin ,2,Katie Correia,,10.788,4,0,,SBOU,6,5,2,0,0,0,NA,NA,0,,none,,
2017,Sailfin ,3,Katie Correia,,10.788,10,0,,EFAS,11,8,7,0,0,25,NA,NA,5,,CYANO,,
2017,Sailfin ,4,Katie Correia,,10.788,5,0,,AAGA,7,6,5,0,0,1,NA,NA,0,,W,,
2017,Sailfin ,5,Katie Correia,,10.788,9,0,,AAGA,11,10,10,5,0,5,DSD,NA,0,,none,,
2017,Sailfin ,6,Katie Correia,,10.788,4,0,,AAGA,5,4,2,0,0,25,NA,NA,0,,none,,
2017,Sailfin ,7,Katie Correia,,10.788,5,0,,CNAT,10,10,3,0,0,0,NA,NA,0,,none,,
2017,Sailfin ,8,Katie Correia,,10.788,2,0,,PAST,11,10,4,0,0,90,NA,NA,0,,none,,
2017,Sailfin ,9,Katie Correia,,10.788,3,0,,SSID,56,40,23,0,0,25,NA,NA,0,,none,,
2017,Sailfin ,10,Katie Correia,,10.788,4,0,,AAGA,20,5,6,0,0,10,NA,NA,0,,none,,
2017,Sailfin ,11,Katie Correia,,10.788,8,0,,PAST,10,8,10,0,0,5,NA,NA,0,,none,,
2017,Sailfin ,12,Katie Correia,,10.788,5,0,,AAGA,17,6,9,10,0,5,DSD,NA,0,,none,,
2017,Sailfin ,13,Katie Correia,,10.788,6,0,,AAGA,18,10,2,5,0,1,WD,NA,0,,none,,
2017,Sailfin ,14,Katie Correia,,10.788,5,0,,SINT,12,6,2,0,0,10,NA,NA,0,,none,,
2017,Sailfin ,15,Katie Correia,,10.788,4,0,,SRAD,5,4,2,0,0,0,NA,NA,100,,none,,
2017,Sailfin ,16,Katie Correia,,10.788,31,0,,AAGA,100,80,70,0,0,20,NA,NA,0,,none,,
2017,Sailfin ,17,Katie Correia,,10.788,5,0,,EFAS,14,5,5,0,0,5,NA,NA,0,,none,,
2017,Sailfin ,18,Katie Correia,,10.788,5,0,,OFAV,55,40,35,0,0,75,NA,NA,0,,none,,
2017,Sailfin ,19,Katie Correia,,10.788,2,0,,AAGA,39,25,15,0,0,25,NA,NA,0,,none,,
2017,Sailfin ,20,Katie Correia,,10.788,12,0,,SINT,15,13,2,0,0,5,NA,NA,0,,none,,
2017,Martha's Finyard,1,Katie Correia,1,22.62,22,0,305,OFAV,220,175,50,0,0,55,NA,NA,0,,none,,
2017,Martha's Finyard,2,Katie Correia,,22.62,30,0,,AAGA,45,32,20,0,0,30,NA,NA,0,,CYANO; 5 YELLOW TUNICATES,,
2017,Martha's Finyard,3,Katie Correia,,22.62,5,0,,PFUR,22,16,13,0,0,25,NA,NA,0,,none,,
2017,Martha's Finyard,4,Katie Correia,,22.62,20,0,,ACER,30,25,20,0,0,20,NA,NA,0,,01/17 CCMI OUTPLANT; 20 HERM PRED; CYANO,,
2017,Martha's Finyard,5,Katie Correia,,22.62,4,0,,MFER,5,4,2,0,0,0,NA,NA,0,,none,,
2017,Martha's Finyard,6,Katie Correia,,22.62,6,0,,MFER,8,7,2,0,0,0,NA,NA,0,,none,,
2017,Martha's Finyard,7,Katie Correia,,22.62,4,0,,PFUR,9,4,3,0,0,75,NA,NA,0,,none,,
2017,Martha's Finyard,8,Katie Correia,,22.62,11,0,,ACER,16,14,10,0,0,25,NA,NA,0,,01/17 CCMI OUTPLANT; 25 HERM PRED; CYANO,,
2017,Martha's Finyard,9,Katie Correia,,22.62,35,0,,OFAV,250,110,100,0,0,50,NA,NA,10,,CYANO; W,,
2017,Martha's Finyard,10,Katie Correia,,22.62,12,0,,PFUR,35,22,15,0,0,50,NA,NA,0,,CYANO,,
2017,Martha's Finyard,11,Katie Correia,,22.62,5,0,,ACER,30,25,20,0,0,5,NA,NA,0,,01/17 CCMI OUTPLANT; 5 HERM PRED,,
2017,Martha's Finyard,12,Katie Correia,,22.62,1,0,,AAGA,20,14,12,0,0,5,NA,NA,0,,none,,
2017,Martha's Finyard,13,Katie Correia,,22.62,20,0,,OFAV,115,90,55,0,0,25,NA,NA,0,,none,,
2017,Martha's Finyard,14,Katie Correia,,22.62,25,0,,ACER,35,25,25,0,0,5,NA,NA,0,,01/17 CCMI OUTPLANT; 5 HERM PRED,,
2017,Martha's Finyard,15,Katie Correia,,22.62,2,0,,AAGA,6,5,7,0,0,1,DSD,NA,5,,none,,
2017,Martha's Finyard,16,Katie Correia,,22.62,30,0,,PFUR,225,45,15,0,0,20,NA,NA,0,,CYANO; MA,,
2017,Martha's Finyard,17,Katie Correia,,22.62,20,0,,OFAV,300,220,45,0,0,55,NA,NA,10,,none,,
2017,Martha's Finyard,18,Katie Correia,,22.62,25,0,,ACER,30,17,21,0,0,1,NA,NA,0,,01/17 CCMI OUTPLANT,,
2017,Martha's Finyard,19,Katie Correia,,22.62,2,0,,ACER,26,20,31,0,0,1,NA,NA,0,,01/17 CCMI OUTPLANT,,
2017,Martha's Finyard,20,Katie Correia,,22.62,16,0,,OFAV,55,50,35,0,0,20,NA,NA,20,,none,,
2017,Martha's Finyard,21,Katie Correia,,22.62,10,0,,PPOR,19,12,6,0,0,0,NA,NA,0,,none,,
2017,Martha's Finyard,1,Katie Correia,2,18.096,5,0,456,ACER,15,12,15,0,0,0,NA,NA,0,,01/17 CCMI OUTPLANT,,
2017,Martha's Finyard,2,Katie Correia,,18.096,6,0,,SSID,18,10,9,25,0,10,DSD,NA,0,,none,,
2017,Martha's Finyard,3,Katie Correia,,18.096,0,0,,ACER,25,20,15,0,0,100,NA,NA,0,,01/17 CCMI OUTPLANT,,
2017,Martha's Finyard,4,Katie Correia,,18.096,22,0,,SSID,40,25,10,0,0,5,NA,NA,0,,none,,
2017,Martha's Finyard,5,Katie Correia,,18.096,35,0,,ACER,35,30,35,0,0,0,NA,NA,0,,01/17 CCMI OUTPLANT,,
2017,Martha's Finyard,6,Katie Correia,,18.096,3,0,,PPOR,5,4,4,0,0,0,NA,NA,0,,none,,
2017,Martha's Finyard,7,Katie Correia,,18.096,10,0,,AAGA,70,45,8,0,0,10,NA,NA,0,,CYANO,,
2017,Martha's Finyard,8,Katie Correia,,18.096,2,0,,ACER,22,5,4,0,0,0,NA,NA,0,,01/17 CCMI OUTPLANT,,
2017,Martha's Finyard,9,Katie Correia,,18.096,20,0,,PPOR,26,23,6,0,0,15,NA,NA,0,,CYANO,,
2017,Martha's Finyard,10,Katie Correia,,18.096,12,0,,AAGA,16,15,23,0,0,10,NA,NA,0,,none,,
2017,Martha's Finyard,11,Katie Correia,,18.096,13,0,,AAGA,24,20,7,0,0,10,NA,NA,5,,none,,
2017,Martha's Finyard,12,Katie Correia,,18.096,2,0,,ACER,10,8,16,0,0,0,NA,NA,0,,01/17 CCMI OUTPLANT,,
2017,Martha's Finyard,13,Katie Correia,,18.096,5,0,,ACER,15,5,2,0,0,0,NA,NA,0,,01/17 CCMI OUTPLANT; BROKEN FRAGMENT,,
2017,Martha's Finyard,14,Katie Correia,,18.096,5,0,,MFOR,6,5,3,0,0,1,NA,NA,0,,none,,
2017,Martha's Finyard,15,Katie Correia,,18.096,25,0,,ACER,30,30,30,0,0,1,NA,NA,0,,01/17 CCMI OUTPLANT; 1 HERM PRED,,
2017,Martha's Finyard,16,Katie Correia,,18.096,2,0,,AFRA,19,8,3,0,0,5,NA,NA,5,,none,,
2017,Martha's Finyard,17,Katie Correia,,18.096,110,0,,ACER,20,18,20,0,0,0,NA,NA,0,,01/17 CCMI OUTPLANT,,
2017,Martha's Finyard,18,Katie Correia,,18.096,2,0,,AAGA,12,10,9,0,0,13,NA,NA,0,,none,,
2017,Martha's Finyard,19,Katie Correia,,18.096,5,0,,PPOR,30,20,8,0,0,50,NA,NA,0,,none,,
2017,Martha's Finyard,20,Katie Correia,,18.096,16,0,,OFAV,90,55,35,0,0,25,NA,NA,0,,5 MALC,,
2017,Martha's Finyard,21,Katie Correia,,18.096,20,0,,ALAM,45,30,5,5,0,5,DSD,NA,0,,none,,
2017,Martha's Finyard,22,Katie Correia,,18.096,5,0,,ACER,20,15,5,0,0,0,NA,NA,0,,01/17 CCMI OUTPLANT,,
2017,Martha's Finyard,23,Katie Correia,,18.096,20,0,,AAGA,70,35,23,0,0,50,NA,NA,0,,20 TUNICATE,,
2017,Martha's Finyard,24,Katie Correia,,18.096,31,0,,OFAV,300,120,200,0,0,55,NA,NA,0,,W; CYANO; MA,,
2017,Martha's Finyard,25,Katie Correia,,18.096,3,0,,AAGA,140,28,25,0,0,20,NA,NA,0,,none,,
2017,Martha's Finyard,26,Katie Correia,,18.096,6,0,,AFRA,25,15,3,0,0,1,NA,NA,0,,none,,
2017,Martha's Finyard,27,Katie Correia,,18.096,20,0,,SBOU,35,30,6,0,0,0,NA,NA,0,,none,,
2017,Martha's Finyard,28,Katie Correia,,18.096,20,0,,PAST,25,20,10,0,0,5,NA,NA,0,,none,,
2017,Martha's Finyard,29,Katie Correia,,18.096,16,0,,OFAV,400,250,150,0,0,70,NA,NA,0,,none,,
2017,Martha's Finyard,30,Katie Correia,,18.096,15,0,,AAGA,22,10,4,0,0,5,NA,NA,0,,none,,
2017,Jigsaw,1,Katie Correia,1,14.616,24,65,175,PAST,36,25,10,0,0,1,NA,NA,0,,none,,
2017,Jigsaw,2,Katie Correia,,14.616,3,0,,SSID,21,19,7,0,0,5,NA,NA,75,,none,,
2017,Jigsaw,3,Katie Correia,,14.616,22,0,,OFAV,115,80,55,1,0,60,NA,NA,5,,1CABB,,
2017,Jigsaw,4,Katie Correia,,14.616,20,0,,OANN,45,30,25,0,0,10,NA,NA,1,,none,,
2017,Jigsaw,5,Katie Correia,,14.616,11,0,,AAGA,15,15,12,0,0,5,NA,NA,0,,none,,
2017,Jigsaw,6,Katie Correia,,14.616,4,0,,ALAM,20,16,3,0,0,0,NA,NA,0,,none,,
2017,Jigsaw,7,Katie Correia,,14.616,10,0,,PAST,20,17,5,0,0,0,NA,NA,0,,none,,
2017,Jigsaw,8,Katie Correia,,14.616,2,0,,AAGA,13,8,2,0,0,50,NA,NA,0,,none,,
2017,Jigsaw,9,Katie Correia,,14.616,7,0,,AAGA,11,10,10,15,0,10,DSD,NA,0,,none,,
2017,Jigsaw,10,Katie Correia,,14.616,6,0,,PAST,12,9,10,0,0,40,NA,NA,0,,none,,
2017,Jigsaw,11,Katie Correia,,14.616,25,0,,AAGA,34,30,18,5,0,5,WD,NA,0,,none,,
2017,Jigsaw,12,Katie Correia,,14.616,4,0,,PAST,30,20,2,0,0,1,NA,NA,0,,none,,
2017,Jigsaw,13,Katie Correia,,14.616,7,0,,AAGA,29,11,3,0,0,5,NA,NA,1,,none,,
2017,Jigsaw,14,Katie Correia,,14.616,5,0,,AAGA,32,10,6,0,0,5,NA,NA,0,,none,,
2017,Jigsaw,15,Katie Correia,,14.616,4,0,,PAST,5,4,2,0,0,0,NA,NA,0,,none,,
2017,Jigsaw,16,Katie Correia,,14.616,15,0,,AAGA,40,18,20,10,0,5,DSD,NA,0,,W; CYANO,,
2017,Jigsaw,17,Katie Correia,,14.616,9,0,,AAGA,35,20,5,1,0,40,DSD,NA,0,,W,,
2017,Jigsaw,18,Katie Correia,,14.616,4,0,,MFRA,13,10,4,0,0,20,NA,NA,0,,none,,
2017,Jigsaw,19,Katie Correia,,14.616,6,0,,MCAV,12,11,10,0,0,5,NA,NA,0,,none,,
2017,Jigsaw,20,Katie Correia,,14.616,13,0,,AAGA,17,6,11,0,0,1,NA,NA,0,,none,,
2017,Jigsaw,21,Katie Correia,,14.616,5,0,,AAGA,35,22,6,0,0,25,NA,NA,0,,none,,
2017,Jigsaw,22,Katie Correia,,14.616,2,0,,AAGA,15,10,10,30,0,5,DSD,NA,0,,none,,
2017,Jigsaw,23,Katie Correia,,14.616,4,0,,PAST,5,4,3,0,0,0,NA,NA,0,,none,,
2017,Jigsaw,24,Katie Correia,,14.616,5,0,,AAGA,7,6,2,0,0,5,NA,NA,0,,none,,
2017,Jigsaw,25,Katie Correia,,14.616,12,0,,SINT,18,17,5,0,0,1,NA,NA,0,,none,,
2017,Jigsaw,26,Katie Correia,,14.616,11,0,,MCAV,22,12,21,0,0,0,NA,NA,0,,none,,
2017,Jigsaw,1,Katie Correia,2,14.616,12,23,168,AAGA,47,30,8,0,0,5,NA,NA,0,,none,,
2017,Jigsaw,2,Katie Correia,,14.616,4,0,,ALAM,6,4,1,0,0,0,NA,NA,0,,none,,
2017,Jigsaw,3,Katie Correia,,14.616,1,0,,AAGA,36,22,7,0,0,5,NA,NA,0,,none,,
2017,Jigsaw,4,Katie Correia,,14.616,3,0,,AAGA,32,30,4,5,0,10,DSD,NA,0,,W,,
2017,Jigsaw,5,Katie Correia,,14.616,4,0,,AAGA,5,4,4,0,0,5,NA,NA,0,,none,,
2017,Jigsaw,6,Katie Correia,,14.616,3,0,,AAGA,45,20,10,6,0,84,DSD,WD,0,,none,,
2017,Jigsaw,7,Katie Correia,,14.616,2,0,,AFRA,7,3,2,0,0,0,NA,NA,50,,none,,
2017,Jigsaw,8,Katie Correia,,14.616,5,0,,PAST,9,6,10,0,0,5,NA,NA,1,,none,,
2017,Jigsaw,9,Katie Correia,,14.616,2,0,,PFUR,13,10,5,0,0,50,NA,NA,0,,none,,
2017,Jigsaw,10,Katie Correia,,14.616,4,0,,SSID,65,50,25,0,0,75,NA,NA,0,,20 CDEL,,
2017,Jigsaw,11,Katie Correia,,14.616,10,0,,AAGA,24,19,3,1,0,10,DSD,NA,0,,none,,
2017,Jigsaw,12,Katie Correia,,14.616,2,0,,PAST,11,8,10,0,0,70,NA,NA,0,,none,,
2017,Jigsaw,13,Katie Correia,,14.616,3,0,,PAST,5,5,4,0,0,1,NA,NA,0,,none,,
2017,Jigsaw,14,Katie Correia,,14.616,6,0,,PAST,16,11,5,5,0,20,WB,NA,0,,5OIS; CYANO,,
2017,Jigsaw,15,Katie Correia,,14.616,26,0,,SSID,105,90,75,0,0,55,NA,NA,0,,30 CDEL,,
2017,Jigsaw,16,Katie Correia,,14.616,5,0,,AAGA,5,5,4,0,0,0,NA,NA,0,,none,,
2017,Jigsaw,17,Katie Correia,,14.616,13,0,,OFAV,36,22,12,0,0,5,NA,NA,0,,none,,
2017,Jigsaw,18,Katie Correia,,14.616,3,0,,AAGA,7,5,2,0,0,5,NA,NA,0,,none,,
2017,Jigsaw,19,Katie Correia,,14.616,2,0,,PAST,6,3,2,0,0,15,NA,NA,0,,none,,
2017,Jigsaw,20,Katie Correia,,14.616,12,0,,AAGA,15,13,8,10,50,5,DSD,NA,0,,none,,
2017,Jigsaw,21,Katie Correia,,14.616,5,0,,PAST,31,16,16,0,0,10,NA,NA,0,,none,,
2017,Jigsaw,22,Katie Correia,,14.616,10,0,,AAGA,30,17,6,0,0,1,NA,NA,0,,none,,
2017,Jigsaw,23,Katie Correia,,14.616,4,0,,AAGA,5,4,3,0,0,0,NA,NA,0,,none,,
2017,Jigsaw,24,Katie Correia,,14.616,3,0,,AAGA,12,7,4,1,1,1,WD,NA,0,,none,,
2017,Jigsaw,25,Katie Correia,,14.616,42,0,,OFRA,200,110,25,0,0,20,NA,NA,0,,none,,
2017,Jigsaw,26,Katie Correia,,14.616,5,0,,PAST,6,6,2,0,0,0,NA,NA,0,,none,,
2017,West Point ,1,Katie Correia,1,15.66,12,0,230,PAST,15,10,5,0,0,50,NA,NA,0,,none,,
2017,West Point ,2,Katie Correia,,15.66,4,0,,SSID,11,6,3,0,0,5,NA,NA,50,,none,,
2017,West Point ,3,Katie Correia,,15.66,2,0,,PAST,7,6,6,0,0,5,NA,NA,0,,W,,
2017,West Point ,4,Katie Correia,,15.66,5,0,,SSID,6,5,2,0,0,1,NA,NA,100,,none,,
2017,West Point ,5,Katie Correia,,15.66,10,0,,SSID,35,25,21,0,0,20,NA,NA,5,,W,,
2017,West Point ,6,Katie Correia,,15.66,6,0,,PFUR,31,14,12,0,0,10,NA,NA,0,,none,,
2017,West Point ,7,Katie Correia,,15.66,5,0,,PAST,8,7,2,0,0,23,NA,NA,0,,CYANO,,
2017,West Point ,8,Katie Correia,,15.66,12,0,,AAGA,40,26,5,0,0,30,NA,NA,0,,none,,
2017,West Point ,9,Katie Correia,,15.66,15,0,,PPOR,45,22,12,0,0,25,NA,NA,0,,none,,
2017,West Point ,10,Katie Correia,,15.66,2,0,,AAGA,22,12,20,0,0,30,NA,NA,0,,none,,
2017,West Point ,11,Katie Correia,,15.66,5,0,,PAST,6,5,4,0,0,10,NA,NA,0,,none,,
2017,West Point ,12,Katie Correia,,15.66,6,0,,DSTO,10,8,9,0,0,5,NA,NA,0,,CYANO,,
2017,West Point ,13,Katie Correia,,15.66,10,0,,PAST,11,7,3,1,0,5,WD,NA,0,,CYANO,,
2017,West Point ,14,Katie Correia,,15.66,26,0,,PSTR,32,30,20,0,0,1,NA,NA,0,,none,,
2017,West Point ,15,Katie Correia,,15.66,10,0,,PSTR,46,29,21,0,0,10,NA,NA,0,,none,,
2017,West Point ,16,Katie Correia,,15.66,11,0,,SSID,18,11,4,0,0,1,NA,NA,0,,W,,
2017,West Point ,17,Katie Correia,,15.66,9,0,,SSID,11,10,3,0,0,1,NA,NA,0,,W,,
2017,West Point ,18,Katie Correia,,15.66,15,0,,SSID,20,18,10,0,0,10,NA,NA,100,,W,,
2017,West Point ,19,Katie Correia,,15.66,5,0,,PFUR,32,26,11,0,0,10,NA,NA,0,,none,,
2017,West Point ,20,Katie Correia,,15.66,45,0,,OFAV,150,120,60,0,0,50,NA,NA,0,,none,,
2017,West Point ,21,Katie Correia,,15.66,9,0,,AAGA,40,30,8,0,0,5,NA,NA,0,,W,,
2017,West Point ,22,Katie Correia,,15.66,6,0,,PAST,7,5,3,0,0,5,NA,NA,0,,none,,
2017,West Point ,1,Katie Correia,2,12.876,5,0,160,PAST,11,8,5,0,0,1,NA,NA,0,,none,,
2017,West Point ,2,Katie Correia,,12.876,18,0,,PAST,30,19,11,0,0,10,NA,NA,0,,none,,
2017,West Point ,3,Katie Correia,,12.876,12,0,,SSID,25,15,6,0,0,5,NA,NA,0,,W,,
2017,West Point ,4,Katie Correia,,12.876,4,0,,AAGA,5,4,4,0,0,20,NA,NA,0,,none,,
2017,West Point ,5,Katie Correia,,12.876,4,0,,PAST,5,4,4,0,0,0,NA,NA,0,,none,,
2017,West Point ,6,Katie Correia,,12.876,3,0,,PAST,7,5,2,0,0,5,NA,NA,0,,W,,
2017,West Point ,7,Katie Correia,,12.876,5,0,,PAST,8,6,3,0,0,0,NA,NA,0,,none,,
2017,West Point ,8,Katie Correia,,12.876,9,0,,PSTR,150,100,55,0,0,50,NA,NA,0,,none,,
2017,West Point ,9,Katie Correia,,12.876,5,0,,SSID,5,5,2,0,0,0,NA,NA,0,,none,,
2017,West Point ,10,Katie Correia,,12.876,5,0,,PAST,11,10,15,0,0,5,NA,NA,0,,W; CYANO,,
2017,West Point ,11,Katie Correia,,12.876,18,0,,PAST,18,10,10,0,0,5,NA,NA,0,,W,,
2017,West Point ,12,Katie Correia,,12.876,6,0,,CNAT,20,14,5,0,0,50,NA,NA,0,,none,,
2017,West Point ,13,Katie Correia,,12.876,11,0,,PSTR,30,22,20,0,0,1,NA,NA,0,,none,,
