Year,Month,Day,Site,Depth,Transect,Observer,Species_Code,Coral_genus,Coral_spp,length,width,height,coral_SA,Area_surveyed,Disease_y_n,Disease_type,pale_perc,pale_bleached_perc,bleached_perc,new_mortality,trans_mortality,old_mortality,total_SA_dead,total_live__SA,,
2022,September,3,Westpoint,39,1,ZP,ppor,Porites,porites,21.00,8.00,3.00,136.6592804,,,,,,,,,,0,136.6592804,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,7.00,7.00,2.00,43.98229715,,,,,,,,,,0,43.98229715,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,13.00,8.00,3.00,98.96016859,,,,,,,,,,0,98.96016859,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,12.00,10.00,10.00,345.5751919,,,,,,,,,,0,345.5751919,,
2022,September,3,Westpoint,39,1,ZP,aaga,Agaricia,agaricites,14.00,5.00,8.00,238.7610417,,,,,,,,,,0,238.7610417,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,14.00,11.00,11.00,431.9689899,,,,,,,,,,0,431.9689899,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,20.00,17.00,3.00,174.3583923,,,,,,,,,,0,174.3583923,,
2022,September,3,Westpoint,39,1,ZP,aaga,Agaricia,agaricites,8.00,7.00,4.00,94.24777961,,,,,,,,,,0,94.24777961,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,9.00,13.00,8.00,276.4601535,,,,,,,,,,0,276.4601535,,
2022,September,3,Westpoint,39,1,ZP,pstr,Pseudodiploria,strigosa,30.00,40.00,8.00,879.645943,,,,,,,,,,0,879.645943,,
2022,September,3,Westpoint,39,1,ZP,dlab,Diploria,labyrinthyformis,20.00,10.00,10.00,471.238898,,,,,,,,,,0,471.238898,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,9.00,9.00,3.00,84.82300165,,,,,,,,,,0,84.82300165,,
2022,September,3,Westpoint,39,1,ZP,ppor,Porites,porites,12.00,10.00,9.00,311.0176727,,,,,,,,,,0,311.0176727,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,15.00,15.00,12.00,565.4866776,,,,,,,,,,0,565.4866776,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,22.00,20.00,10.00,659.7344573,,,,,,,,,,0,659.7344573,,
2022,September,3,Westpoint,39,1,ZP,aaga,Agaricia,agaricites,30.00,18.00,20.00,1507.964474,,,,,,,,,,0,1507.964474,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,4.00,4.00,2.00,25.13274123,,,,,,,,,,0,25.13274123,,
2022,September,3,Westpoint,39,1,ZP,srad,Siderastrea,radians,7.00,5.00,1.00,18.84955592,,,,,,,,,,0,18.84955592,,
2022,September,3,Westpoint,39,1,ZP,ppor,Porites,porites,10.00,10.00,5.00,157.0796327,,,,,,,,,,0,157.0796327,,
2022,September,3,Westpoint,39,1,ZP,ppor,Porites,porites,6.00,4.00,3.00,47.1238898,,,,,,,,,,0,47.1238898,,
2022,September,3,Westpoint,39,1,ZP,ppor,Porites,porites,8.00,8.00,5.00,125.6637061,,,,,,,,,,0,125.6637061,,
2022,September,3,Westpoint,39,1,ZP,aaga,Agaricia,agaricites,15.00,12.00,4.00,169.6460033,,,,,,,,,,0,169.6460033,,
2022,September,3,Westpoint,39,1,ZP,aaga,Agaricia,agaricites,4.00,4.00,1.00,12.56637061,,,,,,,,,,0,12.56637061,,
2022,September,3,Westpoint,39,1,ZP,ofav,Orbicella,faveolata,30.00,8.00,3.00,179.0707813,,,,,,,,,,0,179.0707813,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,16.00,16.00,3.00,150.7964474,,,,,,,,,,0,150.7964474,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,15.00,13.00,2.00,87.9645943,,,,,,,,,,0,87.9645943,,
2022,September,3,Westpoint,39,1,ZP,ssid,Siderastrea,siderea,5.00,5.00,2.00,31.41592654,,,,,,,,,,0,31.41592654,,
2022,September,3,Westpoint,39,1,ZP,aaga,Agaricia,agaricites,4.00,3.00,2.00,21.99114858,,,,,,,,,,0,21.99114858,,
2022,September,3,Westpoint,39,1,ZP,aaga,Agaricia,agaricites,12.00,13.00,4.00,157.0796327,,,,,,,,,,0,157.0796327,,
2022,September,3,Westpoint,39,1,ZP,pstr,Pseudodiploria,strigosa,26.00,23.00,14.00,1077.56628,,,,,,,,,,0,1077.56628,,
2022,September,3,Westpoint,39,1,ZP,ssid,Siderastrea,siderea,10.00,8.00,3.00,84.82300165,,,,,,,,,,0,84.82300165,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,20.00,15.00,2.00,109.9557429,,,,,,,,,,0,109.9557429,,
2022,September,3,Westpoint,39,1,ZP,aaga,Agaricia,agaricites,10.00,10.00,2.00,62.83185307,,,,,,,,,,0,62.83185307,,
2022,September,3,Westpoint,39,1,ZP,ssid,Siderastrea,siderea,20.00,15.00,2.00,109.9557429,,,,,,,,,,0,109.9557429,,
2022,September,3,Westpoint,39,1,ZP,ssid,Siderastrea,siderea,10.00,10.00,2.00,62.83185307,,,,,,,,,,0,62.83185307,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,10.00,10.00,4.00,125.6637061,,,,,,,,,,0,125.6637061,,
2022,September,3,Westpoint,39,1,ZP,ssid,Siderastrea,siderea,10.00,10.00,3.00,94.24777961,,,,,,,,,,0,94.24777961,,
2022,September,3,Westpoint,39,1,ZP,ofav,Orbicella,faveolata,8.00,8.00,3.00,75.39822369,,,,,,,,,,0,75.39822369,,
2022,September,3,Westpoint,39,1,ZP,aaga,Agaricia,agaricites,10.00,13.00,13.00,469.6681017,,,,,,,,,,0,469.6681017,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,9.00,9.00,3.00,84.82300165,,,,,,,,,,0,84.82300165,,
2022,September,3,Westpoint,39,1,ZP,ssid,Siderastrea,siderea,6.00,4.00,1.00,15.70796327,,,,,,,,,,0,15.70796327,,
2022,September,3,Westpoint,39,1,ZP,pstr,Pseudodiploria,strigosa,8.00,6.00,1.00,21.99114858,,,,,,,,,,0,21.99114858,,
2022,September,3,Westpoint,39,1,ZP,ssid,Siderastrea,siderea,10.00,8.00,2.00,56.54866776,,,,,,,,,,0,56.54866776,,
2022,September,3,Westpoint,39,1,ZP,ssid,Siderastrea,siderea,5.00,4.00,2.00,28.27433388,,,,,,,,,,0,28.27433388,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,16.00,10.00,10.00,408.407045,,,,,,,,,,0,408.407045,,
2022,September,3,Westpoint,39,1,ZP,ofav,Orbicella,faveolata,16.00,11.00,20.00,848.2300165,,,,,,,,,,0,848.2300165,,
2022,September,3,Westpoint,39,1,ZP,past,Porites,astreoides,14.00,14.00,2.00,87.9645943,,,,,,,,,,0,87.9645943,,
2022,September,3,Westpoint,39,1,ZP,ssid,Siderastrea,siderea,6.00,6.00,2.00,37.69911184,,,,,,,,,,0,37.69911184,,
2022,September,3,Westpoint,39,1,ZP,aaga,Agaricia,agaricites,19.00,12.00,8.00,389.557489,,,,,,,,,,0,389.557489,,
2022,September,3,Westpoint,39,1,ZP,ffra,Favia,fragum,6.00,6.00,3.00,56.54866776,,,,,,,,,,0,56.54866776,,
2022,September,4,Snapshot,30,1,ZP,past,Porites,astreoides,9.00,6.00,3.00,70.68583471,,,,,,,,,,0,70.68583471,,
2022,September,4,Snapshot,30,1,ZP,past,Porites,astreoides,5.00,5.00,3.00,47.1238898,,,,,,,,,,0,47.1238898,,
2022,September,4,Snapshot,30,1,ZP,past,Porites,astreoides,4.00,4.00,4.00,50.26548246,,,,,,,,,,0,50.26548246,,
2022,September,4,Snapshot,30,1,ZP,efas,Eusmilia,fastigiata,4.00,4.00,2.00,25.13274123,,,,,,,,,,0,25.13274123,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,4.00,2.00,2.00,18.84955592,,,,,,,,,80,15.07964474,3.769911184,,
2022,September,4,Snapshot,30,1,ZP,,#N/A,#N/A,14.00,6.00,2.00,62.83185307,,,,,,,,,,0,62.83185307,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,4.00,2.00,1.00,9.424777961,,,,,,,,,,0,9.424777961,,
2022,September,4,Snapshot,30,1,ZP,past,Porites,astreoides,11.00,5.00,2.00,50.26548246,,,,,,,,,,0,50.26548246,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,4.00,2.00,1.00,9.424777961,,,,,,,,,,0,9.424777961,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,50.00,35.00,6.00,801.1061267,,,,,,,,,,0,801.1061267,,
2022,September,4,Snapshot,30,1,ZP,ofav,Orbicella,faveolata,50.00,60.00,90.00,15550.88364,,,,,,,,,20,3110.176727,12440.70691,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,6.00,4.00,4.00,62.83185307,,,,,,,,,80,50.26548246,12.56637061,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,11.00,11.00,8.00,276.4601535,,,,,,,,,,0,276.4601535,,
2022,September,4,Snapshot,30,1,ZP,ofav,Orbicella,faveolata,14.00,14.00,30.00,1319.468915,,,,,,,,,50,659.7344573,659.7344573,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,14.00,12.00,4.00,163.362818,,,,,,,,,,0,163.362818,,
2022,September,4,Snapshot,30,1,ZP,past,Porites,astreoides,4.00,4.00,1.00,12.56637061,,,,,,,,,20,2.513274123,10.05309649,,
2022,September,4,Snapshot,30,1,ZP,past,Porites,astreoides,7.00,5.00,1.00,18.84955592,,,,,,,,,,0,18.84955592,,
2022,September,4,Snapshot,30,1,ZP,past,Porites,astreoides,10.00,10.00,2.00,62.83185307,,,,,,,,,,0,62.83185307,,
2022,September,4,Snapshot,30,1,ZP,ssid,Siderastrea,siderea,7.00,7.00,2.00,43.98229715,,,,,,,,,,0,43.98229715,,
2022,September,4,Snapshot,30,1,ZP,ssid,Siderastrea,siderea,60.00,90.00,60.00,14137.16694,,,,,,,,,,0,14137.16694,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,15.00,20.00,4.00,219.9114858,,,,,,,,,90,197.9203372,21.99114858,,
2022,September,4,Snapshot,30,1,ZP,ssid,Siderastrea,siderea,17.00,17.00,6.00,320.4424507,,,,,,,,,20,64.08849013,256.3539605,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,14.00,22.00,10.00,565.4866776,,,,,,,,,10,56.54866776,508.9380099,,
2022,September,4,Snapshot,30,1,ZP,ssid,Siderastrea,siderea,5.00,5.00,3.00,47.1238898,,,,,,,,,5,2.35619449,44.76769531,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,50.00,5.00,30.00,2591.813939,,,,,,,,,,0,2591.813939,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,12.00,6.00,4.00,113.0973355,,,,,,,,,80,90.47786842,22.61946711,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,2.00,1.00,5.00,23.5619449,,,,,,,,,,0,23.5619449,,
2022,September,4,Snapshot,30,1,ZP,ppor,Porites,porites,9.00,3.00,1.00,18.84955592,,,,,,,,,,0,18.84955592,,
2022,September,4,Snapshot,30,1,ZP,past,Porites,astreoides,8.00,8.00,1.00,25.13274123,,,,,,,,,,0,25.13274123,,
2022,September,4,Snapshot,30,1,ZP,ppor,Porites,porites,27.00,29.00,16.00,1407.433509,,,,,,,,,,0,1407.433509,,
2022,September,4,Snapshot,30,1,ZP,past,Porites,astreoides,14.00,12.00,8.00,326.725636,,,,,,,,,,0,326.725636,,
2022,September,4,Snapshot,30,1,ZP,past,Porites,astreoides,8.00,8.00,5.00,125.6637061,,,,,,,,,,0,125.6637061,,
2022,September,4,Snapshot,30,1,ZP,past,Porites,astreoides,27.00,25.00,10.00,816.8140899,,,,,,,,,10,81.68140899,735.1326809,,
2022,September,4,Snapshot,30,1,ZP,ppor,Porites,porites,27.00,29.00,16.00,1407.433509,,,,,,,,,60,844.4601053,562.9734035,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,29.00,24.00,6.00,499.5132319,,,,,,,,,,0,499.5132319,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,6.00,6.00,4.00,75.39822369,,,,,,,,,,0,75.39822369,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,15.00,15.00,8.00,376.9911184,,,,,,,,,50,188.4955592,188.4955592,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,6.00,6.00,5.00,94.24777961,,,,,,,,,20,18.84955592,75.39822369,,
2022,September,4,Snapshot,30,1,ZP,ppor,Porites,porites,19.00,20.00,10.00,612.6105675,,,,,,,,,10,61.26105675,551.3495107,,
2022,September,4,Snapshot,30,1,ZP,srad,Siderastrea,radians,4.00,2.00,1.00,9.424777961,,,,,,,,,20,1.884955592,7.539822369,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,6.00,5.00,4.00,69.11503838,,,,,,,,,,0,69.11503838,,
2022,September,4,Snapshot,30,1,ZP,aaga,Agaricia,agaricites,30.00,22.00,16.00,1306.902544,,,,,,,,,,0,1306.902544,,
2022,September,4,Snapshot,30,1,ZP,past,Porites,astreoides,10.00,9.00,2.00,59.69026042,,,,,,,,,,0,59.69026042,,
